surat_nomor,ayat_nomor,teks_id
4,8,"Bagi laki-laki ada bagian dari harta yang ditinggalkan oleh kedua orang tua serta kerabat-nya; dan bagi perempuan-perempuan pun ada bagian dari harta yang ditinggalkan oleh kedua orang tua serta kerabat-nya, baik sedikit atau banyak darinya sebagai bagian yang telah ditetapkan.570"
4,9,"Dan apabila kaum kerabat, anak-anak yatim, dan orang-orang miskin571 hadir pada waktu pembagian warisan itu, maka berilah mereka sesuatu darinya dan ucapkanlah kepada571A me-reka kata-kata yang santun."
4,10,"Dan hendaklah merasa takut kepada Allah orang-orang yang apabila mereka meninggalkan di belakangnya keturunan yang lemah yang mereka khawatir terhadapnya, maka hendaklah mereka takut kepada Allah dan hendaklah mereka mengucapkan perkataan yang lurus.572"
4,11,"Sesungguhnya, orang-orang yang memakan harta anak-anak yatim dengan aniaya, sebenarnya mereka memasukkan api ke dalam perutnya, dan mereka pasti akan masuk ke dalam api yang menyala-nyala."
4,12,"Allah memerintahkan ke-padamu mengenai anak-anakmu, untuk laki-laki sebanyak dua bagian perempuan; tetapi jika mereka hanya perempuan lebih dari dua orang, maka untuk mereka dua pertiga dari apa yang ditinggalkan; dan jika ia hanya seorang perempuan maka bagiannya seperdua. Dan untuk kedua orang tuanya573 masing-masing seperenam dari harta peninggalan itu jika ia mempunyai anak,574 tetapi jika ia tidak mempunyai anak dan hanya kedua orang tuanya yang menjadi ahli warisnya, maka untuk ibunya sepertiga, tetapi jika ia mempunyai saudara-saudara maka untuk ibunya seperenam, sesudah melunasi wasiat yang telah diwasiatkannya atau me-lunasi utang-utangnya. Bapak-bapakmu dan anak-anak-mu; kamu tidak mengetahui siapakah di antara mereka yang lebih dekat dalam memberikan manfaat bagimu. Ketetapan pembagian ini574Adari Allah. Sesungguhnya Allah Maha Mengetahui, Maha-bijaksana."
4,13,"Dan bagimu seperdua dari yang ditinggalkan oleh istri-istrimu jika mereka tidak mempunyai anak, tetapi jika mereka mempunyai anak maka untukmu seperempat dari apa yang ditinggalkan mereka se-sudah melunasi wasiat yang telah diwasiatkannya atau me-lunasi utang-utang. Dan untuk mereka itu seperempat dari apa yang kamu tinggalkan jika kamu tidak mempunyai anak, tetapi jika kamu mempunyai anak maka untuk mereka seperdelapan dari yang kamu tinggalkan, sesudah melunasi wasiat yang telah kamu wasiatkan atau melunasi utang-utang. Dan jika ada seorang laki-laki atau perempuan sudah tidak mempunyai bapak dan anak575 yang harta warisnya akan dibagikan, tetapi ia mempunyai seorang saudara laki-laki atau masing-masing mereka akan perempuan, mereka lebih banyak dari itu, maka mendapat seperenam. Tetapi jika maka mereka mendapat sepertiga untuk bersama sesudah melunasi wa-siat yang telah diwasiatkannya atau melunasi utang-utang, tanpa mendatangkan kemudaratan ke-pada siapa pun.575A Ini adalah perintah dari Allah, dan Allah Maha Mengetahui, Maha Penyantun."
4,14,"Ini adalah batas-batas yang ditetapkan Allah; dan barang-siapa taat kepada Allah dan Rasul-Nya, Dia akan memasuk-kannya ke dalam kebun-kebun yang di bawahnya mengalir sungai-sungai, mereka kekal di dalamnya; dan inilah keme-nangan yang besar."
4,15,"Dan barangsiapa durhaka kepada Allah dan Rasul-Nya dan melanggar batas-batas hukum-Nya, Dia pasti akan memasuk-kannya ke dalam Api, ia akan tinggal lama di dalamnya, dan baginya azab yang menghinakan."
4,16,"Dan yang melakukan per-buatan keji perempuan-perem-puanmu576 maka carilah empat orang saksi mata terhadap mereka dari antaramu. Lalu jika mereka memberi kesaksian maka tahanlah perempuan-perempuan itu di dalam rumah hingga datang kematian kepada mereka, atau Allah membukakan suatu jalan lain untuk mereka.*"
4,17,"Dan jika dua577 orang laki-laki di antara kamu melakukan perbuatan keji, maka hukumlah keduanya. Tetapi jika keduanya bertaubat dan memperbaiki diri, maka biarkanlah kedua mereka itu; sesungguhnya Allah Maha Penerima taubat, Maha Penya-yang.*"
4,18,"Sesungguhnya, tobat ke-pada Allah dikabulkan hanya bagi orang-orang yang berbuat kejahatan karena kejahilan,578kemudian mereka bertobat deng-an segera.579 Mereka itulah orang-orang yang Allah kembali dengan rasa kasih, dan Allah Maha Mengetahui, Mahabijaksana."
4,19,"Dan tobat itu tidak diteri-ma dari orang-orang yang terus menerus melakukan keburukan, sehingga apabila maut datang kepada salah seorang dari mereka, ia berkata, “Sungguh sekarang aku bertobat;” dan tidak pula diterima dari orang-orang yang mati dalam keadaan kafir. Mereka inilah yang telah Kami sediakan azab yang pedih baginya."
4,20,"Hai orang-orang yang beriman, tidak halal bagimu mewarisi perempuan-perempuan secara paksa, dan jangan pula kamu menahan mereka dengan aniaya agar kamu dapat meng-ambil kembali sebagian dari apa yang telah kamu berikan kepada mereka, kecuali jika mereka itu melakukan perbuatan keji yang nyata,580 dan bergaullah dengan mereka secara baik,581 karena jika kamu tidak menyukai mereka, maka boleh jadi kamu tidak menyukai sesuatu padahal Allah menjadikan banyak kebaikan di dalamnya."
4,21,"Dan jika kamu ingin meng-ganti seorang istri dengan istri yang lain sedangkan kamu telah memberikan harta yang banyak582 kepada salah seorang dari mereka, maka janganlah kamu mengam-bil darinya walaupun sedikit. Apakah kamu akan mengambil kembali harta itu dengan dusta dan dosa yang nyata?"
4,22,"Dan bagaimana mungkin kamu dapat mengambilnya kem-bali padahal sungguh sebagian kamu telah bercampur satu sama lain,583 dan mereka pun telah mengambil dari kamu perjanjian yang teguh?584"
4,23,"Dan janganlah kamu menikahi perempuan-perempuan yang pernah dinikahi bapak-bapakmu, kecuali apa yang sudah lampau,585sesungguhnya perbuatan itu keji, dibenci, dan suatu jalan yang buruk."
4,24,"Diharamkan bagimu ibu-ibumu,586 anak-anak perempuan-mu, saudara-saudara perempuan-mu, saudara-saudara perempuan saudara-saudara perempuan ibumu, anak-anak perempuan bapakmu, laki-lakimu, anak-anak perempuan saudara perempuanmu, saudara ibu-ibumu yang menyusui kamu,587 saudara-saudara perempuan sepesusuan-mu, ibu-ibu istri-istrimu, dan anak-anak tiri perempuanmu yang ada dalam pemeliharaanmu yang lahir dari istri-istrimu yang telah kamu campuri; tetapi jika kamu belum bercampur dengan mereka maka tidak ada dosa bagimu menikahi anak tiri itu; dan diharamkan pula istri-istri anak-anak lelakimu yang lahir dari sulbimu (anak kandung), dan juga diharamkan bagi kamu mengumpulkan dua orang perem-puan bersaudara sebagai istri-istrimu dalam satu waktu kecuali apa yang telah lampau. Sesung-guhnya Allah Maha Pengampun, Maha Penyayang."
4,25,"Dan diharamkan juga yang perempuan-perempuan bersuami,588 kecuali yang dimiliki tangan kanan kamu.589 Allah telah menetapkan hukum ini atasmu. Dan dihalalkan bagimu selain itu, kalau kamu mencari mereka dengan hartamu untuk dinikahi dan bukan untuk zinah. Dan untuk manfaat yang telah kamu ambil dari mereka,590 maka berikanlah kepada mereka maharnya sebagaimana yang telah ditetapkan, dan tidak ada dosa bagimu tentang apa yang kamu saling merelakan setelah penetapan mahar itu. Sesungguh-nya Allah Maha Mengetahui, Mahabijaksana."
4,26,"Dan barangsiapa diantara-mu benar-benar tidak mampu membiayai pernikahan dengan perempuan-perempuan merdeka yang beriman, maka menikahlah dengan apa yang dimiliki tangan kananmu dari sahaya-sahaya pe-rempuan yang beriman, dan Allah mengetahui tentang keimanan-mu. Sebagian kamu masih ada pertalian dengan sebagian yang lain, maka nikahilah mereka dengan izin majikan-majikannya, dan berikanlah kepada mereka mahar mereka dengan layak sebagai perempuan-perempuan yang memelihara kehormatan-nya, bukan pezinah dan bukan pula yang suka mengambil ke-kasih-kekasih rahasia.591A Dan apabila perempuan-perempuan yang telah memelihara kehor-matannya dengan nikah itu lalu mereka melakukan perbuatan keji, maka hukuman atas mereka seperdua dari hukuman yang ditetapkan atas perempuan-perem-puan merdeka yang bersuami.592 Ini bagi orang di antaramu yang takut berbuat dosa, tetapi jika kamu bersabar itu lebih baik bagimu; dan Allah Maha Peng-ampun, Maha Penyayang."
4,27,"Allah menghendaki untuk menjelaskan kepadamu, dan memberimu petunjuk cara orang-orang sebelummu serta kembali dengan rasa kasih kepadamu. Dan Allah Maha Mengetahui, Mahabijaksana."
4,28,"Dan Allah menghendaki kembali dengan rasa kasih kepadamu, sedangkan orang-orang yang menuruti hawa nafsu menghendaki kamu cenderung sepenuhnya kepada kejahatan."
4,29,"Allah hendak meringankan beban darimu, karena manusia telah diciptakan lemah.593"
4,30,"Hai orang-orang yang beriman! Janganlah kamu memakan hartamu di antara sesamamu dengan batil, kecuali dengan perniagaan atas dasar kerelaan dari antaramu. Dan janganlah kamu membunuh dirimu. Sesungguhnya, Allah Maha Penyayang terhadapmu."
4,31,"Dan barangsiapa berbuat melakukan pelanggaran dan keaniayaan, maka Kami demikian memasukkan-nya ke dalam Api; dan hal demikian itu mudah dengan akan bagi Allah."
4,32,"Jika kamu menjauhi dosa-dosa besar594 yang darinya kamu dilarang, Kami akan menjauhkan darimu keburukan-keburukanmu dan Kami akan memasukkanmu ke tempat yang mulia."
4,33,"Dan janganlah kamu mengangankan sesuatu yang dengannya Allah melebihkan sebagian kamu dari yang lain. Bagi laki-laki ada bagian dari apa yang mereka usahakan, dan bagi perempuan-perempuan ada bagian dari apa yang mereka usahakan.595Dan mohonlah kepada Allah dari karunia-Nya, sesungguhnya Allah Maha Mengetahui segala sesuatu."
4,34,"Dan bagi setiap orang telah Kami jadikan ahli waris596dari apa yang ditinggalkan597 kedua orang tua, kaum kerabat,* dan orang-orang yang terikat oleh janjimu. Maka berikanlah kepada mereka bagiannya. Se-sungguhnya, Allah Maha Me-nyaksikan segala sesuatu."
4,35,"Laki-laki itu pelindung598 bagi perempuan karena Allah telah melebihkan sebagian me-reka atas sebagian yang lain, dan karena laki-laki membelanjakan sebagian dari harta mereka. Maka perempuan-perempuan saleh adalah yang taat, yang menjaga rahasia-rahasia suami mereka yang telah dijaga Allah. Dan adapun perempuan-perempuan yang kamu khawatirkan kedur-hakaan mereka,599maka nasi-hatilah mereka, jauhilah mereka di tempat tidur,600 dan pukullah601 mereka. Tetapi jika kemudian mereka taat kepadamu, maka janganlah kamu mencari jalan untuk menyusahkan mereka. Se-sungguhnya Allah Mahatinggi, Mahabesar.*"
4,36,"Dan jika kamu602 khawatir terjadi perpecahan di antara mereka, maka angkatlah seorang juru damai dari keluarga laki-laki dan seorang juru damai dari keluarga perempuan.603 Jika kedua juru-damaimenghendaki perdamaian, persesuaian di antara kedua-nya, sesungguhnya itu Allah pasti akan memberi Allah Maha Mengetahui, Mahawaspada."
4,37,"Dan Allah, janganlah kamu sembahlah dengan-Nya, dan mempersekutu-kan sesuatu berbuat baikterhadap -lah kaum kerabat, anak-anak yatim, orang-orang miskin, kedua orang tua, tetangga yang memiliki serta tetangga yang tidak memiliki hubungan hubungan kekerabatan kekerabatan,604 handai taulan, musafir, dan mereka yang dimiliki oleh tangan kananmu.605 Sesungguhnya Allah tidak menyukai orang-orang yang sombong serta membanggakan diri."
4,38,"Yaitu orang-orang yang bakhil, dan menyuruh manusia supaya bakhil, dan menyem-bunyikan apa yang diberikan Allah kepada mereka berupa karunia-Nya. Dan Kami telah menyediakan bagi orang-orang kafir azab yang menghinakan;"
4,39,"Dan mengenai orang-orang yang menginfakkan harta mereka agar dilihat manusia, mereka tidak beriman kepada Allah dan tidak pula kepada Hari Kemudian, mereka adalah kawan-kawan setan. Dan barang-siapa yang menjadikan setan se-bagai kawan bagi dirinya, maka ia adalah seburuk-buruk kawan."
4,40,"Dan apakah ruginya mereka atas mereka kepada Allah, Hari Kemudian, dan menginfakkan seandainya beriman apapun yang telah direzekikan Allah kepada mereka? Dan Allah Maha Mengetahui tentang mereka."
4,41,"Sesungguhnya Allah tidak akan menganiaya seseorang walaupun seberat zarrah.606 Dan jika ada suatu kebaikan, Dia melipatgandakannya dan memberi ganjaran besar dari sisi-Nya."
2,42,"Maka bagaimana keadaan mereka apabila Kami men-datangkan seorang saksi dari setiap umat, dan mendatangkan engkau sebagai saksi terhadap mereka ini.607"
4,43,"Pada hari itu orang-orang kafir dan yang mendurhakai Rasul, menghendaki agar mereka diratakan dengan tanah, dan mereka tidak akan dapat me-nyembunyikan sesuatu apa pun608dari Allah."
4,44,"Hai orang-orang yang beriman! Janganlah kamu mendekati shalat bila kamu dalam keadaan tidak sadar sepenuhnya,609 sampai kamu mengetahui apa yang kamu ucapkan, dan jangan pula dalam keadaan junub610 hingga kamu mandi, kecuali jika kamu sedang bepergian.611Dan jika kamu dalam keadaan sakit atau dalam perjalanan atau seseorang di antaramu selesai buang air atau kamu bercampur dengan istri-istrimu612 sedangkan kamu tidak mendapatkan air, maka hendaklah kamu tayammum dengan tanah yang bersih, kemudian usaplah wajahmu dan tanganmu. Sesung-guhnya Allah Maha Pemaaf, Maha Pengampun."
4,45,Apakah engkau tidak me-lihat orang-orang yang diberi bagian dari Kitab itu? Mereka membeli kesesatan dengan pe-tunjuk dan menghendaki supaya kamu sesat dari jalan itu.
4,46,"Dan Allah Maha Menge-tahui musuh-musuhmu. Dan cukuplah Allah sebagai Pelin-dung, dan cukuplah Allah sebagai Penolong."
4,47,"Dari antara orang-orang Yahudi ada yang mengubah-ubah kalimat-kalimat Allah dari tempatnya dan mereka mengata-kan, “Kami dengar dan kami tolak,” dan mereka berkata, “dengarlah kami, semoga firman Tuhan tidak pernah didengar olehmu,”613 dan mereka berkata, “rā’inā,”* dengan memutarbalikkan lidah mereka dan mencela agama. Dan se-andainya mereka berkata, “Kami dengar dan kami taat,” serta “Dengarlah” dan “unzurnā,” nis-caya itu lebih baik bagi mereka dan lebih lurus. Tetapi Allah telah melaknat mereka karena keka-firannya; maka tidaklah mereka beriman kecuali sedikit."
4,48,"Hai orang-orang yang telah diberi Kitab! Berimanlah kepada apa yang telah Kami turunkan, menggenapi apa yang ada padamu, sebelum Kami binasakan pemuka-pemuka di antaramu dan Kami balikkan mereka atas punggungnya, atau Kami laknat mereka614 seperti Kami telah melaknat orang-orang yang melanggar Sabat. Dan ketentuan Allah pasti akan sempurna."
4,49,"Sesungguhnya Allah tidak akan mengampuni jika sesuatu dipersekutukan615 dengan-Nya; tetapi Dia akan mengampuni selain dari itu bagi siapa yang Dia kehendaki. Dan barangsiapa mempersekutukan Allah, maka sungguh ia telah berbuat dosa yang sangat besar."
4,50,Apakah engkau tidak me-lihat orang-orang yang me-nganggap dirinya suci? Bahkan sebenarnya hanya Allah yang mensucikan siapa yang Dia kehendaki dan mereka tidak akan dianiaya walaupun sekecil alur biji kurma.
4,51,"Lihatlah, bagaimana mereka telah mengada-adakan dusta ter-hadap Allah!616 Dan cukuplah itu sebagai dosa yang nyata."
4,52,"Apakah engkau tidak me-lihat orang-orang yang diberi bagian dari Kitab? Mereka mem-percayai sesuatu yang sia-sia617 dan melampaui batas, dan mereka mengatakan tentang orang-orang kafir, “Inilah orang-orang yang lebih mendapat jalan petunjuk daripada orang-orang yang ber-iman.”618"
4,53,"Inilah orang-orang yang dilaknat Allah, dan barangsiapa dilaknat Allah maka engkau sama sekali tidak akan pernah memperoleh seorang penolong pun baginya."
4,54,"Ataukah mereka mem-punyai bagian dalam kerajaan? Andaikan ada, maka mereka tidak akan memberi kepada manusia walaupun sekecil alur biji kurma."
4,55,"Ataukah mereka menaruh kedengkian terhadap manusia tentang apa yang telah diberi-kan Allah kepada mereka dari karunia-Nya? Maka sesungguh-nya telah Kami berikan Kitab dan Hikmah kepada keturunan Ibrahim, dan telah Kami berikan juga kepada mereka suatu ke-rajaan besar."
4,56,Maka di antara mereka ada yang beriman kepadanya; dan di antara mereka ada yang berpaling darinya. Dan cukuplah kobaran api Jahanam sebagai hukuman bagi mereka.
4,57,"Sesungguhnya orang-orang yang ingkar kepada Ayat-ayat Kami, akan segera Kami masuk-kan mereka ke dalam Api. Dan setiap kali kulit mereka hangus, Kami ganti dengan kulit lain-nya,619 supaya mereka terus merasakan azab itu. Sesungguh-nya Allah Mahaperkasa, Maha-bijaksana."
4,58,"Dan orang-orang yang beriman dan beramal saleh, kelak akan Kami masukkan ke dalam kebun-kebun yang di bawahnya mengalir sungai-sungai, mereka akan kekal di dalamnya; bagi mereka ada jodoh-jodoh suci di dalamnya, dan akan Kami masukkan mereka ke dalam tempat yang teduh620 lagi nyaman."
4,59,"Sesungguhnya Allah meme-rintahkanmu supaya menyerah-kan amanat-amanat621kepada yang berhak menerimanya, dan apabila kamu menghakimi di antara manusia hendaklah ka-mu menghakimi dengan adil,622 sesungguhnya Allah menasihati-mu sebaik-baiknya dengan itu. Sesungguhnya Allah Maha Men-dengar, Maha Melihat.*"
4,60,"Hai orang-orang yang ber-iman, taatlah623 kepada Allah, taatlah kepada Rasul-Nya dan orang-orang yang memegang kekuasaan di antaramu. Dan jika kamu berselisih mengenai sesuatu maka kembalikanlah hal itu kepada Allah dan Rasul-Nya, jika kamu beriman kepada Allah dan Hari Kemudian. Itu paling baik dan paling bagus akibatnya.**"
4,61,"Apakah engkau tidak per-nah melihat orang-orang yang mengaku bahwa mereka telah beriman kepada apa yang di-turunkan kepada engkau dan kepada apa yang diturunkan sebelum engkau? Mereka ingin berhakim kepada orang-orang yang melampaui batas, padahal mereka sungguh telah diperintah-kan supaya menolaknya, dan setan ingin menyesatkan mereka dengan penyesatan yang sejauh-jauhnya."
4,62,"Dan, apabila dikatakan ke-pada mereka, “Marilah kepada apa yang diturunkan Allah dan kepada Rasul-Nya,” engkau me-lihat orang-orang munafik berpaling dari engkau dengan sebenar-benarnya."
4,63,"Maka bagaimana bila suatu musibah menimpa mereka disebabkan oleh apa yang telah diperbuat tangan mereka, lalu mereka datang kepada engkau dengan bersumpah, “Demi Allah, yang kami inginkan hanyalah melakukan kebaikan dan per-damaian.”"
4,64,"Mereka itulah orang-orang yang Allah mengetahui apa yang ada dalam hati mereka, karena itu berpalinglah dari mereka, nasihatilah mereka, dan katakanlah kepada mereka perkataan yang membekas bagi diri mereka.624"
4,65,"Dan tidak Kami utus se-orang rasul melainkan supaya ia ditaati625 dengan izin Allah. Dan jika mereka datang kepada engkau ketika mereka telah menganiaya diri mereka sendiri, lalu mereka memohon ampun kepada Allah, dan Rasul pun memintakan ampun bagi mereka, niscaya mereka akan mendapati Allah Maha Penerima taubat, Maha Penyayang."
4,66,"Tidak, demi Tuhan engkau, mereka tidak akan beriman sebelum mereka menjadikan engkau sebagai hakim dalam segala apa yang menjadi perselisihan di antara mereka, kemudian mereka tidak mendapati suatu keberatan dalam hati mereka tentang apa yang engkau putuskan dan mereka menerimanya dengan sepenuh penerimaan.626"
4,67,"Dan seandainya Kami mewajibkan mereka, atas “Bunuhlah dirimu”627 tidak akan atau “keluarlah sebagian dari kampung-halamanmu,” mereka mengerjakannya kecuali kecil dari mereka; dan jika mereka mengerjakan apa yang mereka dinasihatkan untuk mengerjakannya, niscaya akan lebih baik bagi mereka dan lebih meneguhkan,"
4,68,"Dan jika demikian pasti akan Kami berikan kepada mereka ganjaran besar dari sisi Kami,"
4,69,Dan Kami pasti akan membimbing mereka ke jalan yang lurus.
4,70,"Dan barangsiapa taat kepada Allah dan Rasul ini maka mereka akan termasuk di antara628 orang-orang yang Allah memberi nikmat kepada mereka yakni nabi-nabi, sidiq-sidiq, syahid-syahid, dan orang-orang saleh. Dan mereka629 itulah sahabat yang sejati.*"
4,71,"Inilah karunia dari Allah, dan cukuplah Allah Yang Maha Mengetahui."
4,72,"Hai orang-orang yang beriman! Siagakanlah sarana-sarana pembelaan dirimu,630 lalu berangkatlah berkelompok-kelompok631 atau berangkatlah bersama-sama."
4,73,"Dan sesungguhnya di antaramu niscaya ada yang sengaja berlambat-lambat, dan jika suatu musibah menimpamu ia berkata, “Sungguh Allah telah memberi nikmat kepadaku, karena aku tidak hadir bersama mereka.”632"
4,74,"Tetapi jika kamu benar-benar dianugerahi suatu karunia dari Allah, niscaya ia mengatakan, seolah-olah tidak ada kasih sayang di antaramu dengan dia, “Alangkah baiknya jika aku bersama mereka, tentu aku pun akan memperoleh kemenangan besar!”"
4,75,"Maka hendaklah mereka yang menjual kehidupan dunia untuk (kehidupan) akhirat ber-perang di jalan Allah. Dan barangsiapa yang berperang di jalan Allah, lalu terbunuh atau meraih kemenangan, maka Kami akan segera memberinya ganjaran yang besar."
4,76,"Dan mengapakah kamu tidak mau berperang632A di jalan Allah dan membela orang-orang lemah633dari antara laki-laki, perempuan-perempuan dan anak-anak, yang mengatakan, “Wahai Tuhan kami, keluarkanlah kami dari negeri yang penduduknya kejam ini, dan jadikanlah bagi kami pelindung dari sisi Engkau, dan jadikanlah bagi kami penolong dari sisi Engkau.”"
4,77,"Orang-orang beriman ber-perang di jalan Allah, sedang-kan orang-orang kafir berperang di jalan setan. Karena itu perangilah olehmu kawan-kawan setan; se-sungguhnya tipu daya setan itu lemah."
4,78,"Apakah engkau tidak me-lihat orang-orang yang kepada mereka dikatakan, “Tahanlah tanganmu, dirikanlah shalat, dan bayarlah zakat.” Akan tetapi ketika diwajibkan berperang atas mereka, tiba-tiba segolongan dari mereka takut kepada manusia seperti seharusnya mereka takut kepada Allah atau lebih takut lagi; dan mereka berkata: “Wahai Tuhan kami, mengapa Engkau mewajibkan berperang atas diri kami? Mengapa Engkau tidak memberi kami tenggang waktu sedikit lagi?”634 Katakanlah, ”Kesenangan dunia ini hanya sedikit sedangkan akhirat itu lebih baik bagi orang yang bertakwa; dan kamu tidak akan dizalimi walaupun sekecil alur biji korma."
4,79,"Di manapun kamu berada kematian menemukanmu, sekali pun kamu ada di dalam benteng yang akan kokoh.635 Dan jika mereka memperoleh suatu kebaikan, mereka berkata, “Ini dari sisi Allah”; sedangkan jika mereka ditimpa suatu keburukan, mereka berkata, “Ini dari engkau.” Katakanlah, “Semuanya dari Allah.”636 Maka apakah yang telah terjadi dengan kaum ini hingga mereka hampir-hampir tidak memahami perkataan?"
4,80,"Kebaikan apa pun yang sampai kepada engkau itu dari Allah; dan keburukan apapun yang menimpa engkau, itu dari diri engkau sendiri.637 Dan Kami telah mengutus engkau sebagai Rasul untuk seluruh manusia. Dan cukuplah Allah sebagai Saksi."
4,81,"Siapa yang menaati Rasul, maka sungguh ia menaati Allah; dan siapa berpaling, maka tidaklah Kami mengutus engkau sebagai penjaga atas mereka."
4,82,"Dan mereka mengatakan: “Kami taat”; tetapi apabila mereka telah pergi dari sisi engkau, segolongan dari mereka melewatkan malam harinya dengan membuat rencana638 yang berlawanan dengan apa yang engkau katakan. Dan, Allah mencatat apa yang mereka rencanakan pada malam hari itu. Maka berpalinglah dari mereka dan bertawakallah kepada Allah. Dan cukuplah Allah sebagai Pemelihara."
4,83,"Maka mereka merenungkan tidakkah al-Qur’an? Sean-dainya itu bukan berasal dari sisi Allah, pastilah mereka akan men-dapati banyak pertentangan639 di dalamnya.*"
4,84,"Dan apabila sampai suatu kabar baik  kepada mereka yang menentramkan atau yang menakutkan, mereka menyebar-luaskannya,640 padahal seandainya mereka mengembalikan hal itu kepada Rasul dan kepada orang-orang yang memegang kekuasaan diantara mereka, pastilah orang-orang yang menelitinya di antara mereka akan dapat mengetahui-nya. Dan seandainya bukan ka-rena karunia Allah dan rahmat-Nya atasmu, niscaya kamu akan mengikuti setan, kecuali sebagian kecil."
4,85,"Oleh karena itu ber-peranglah di jalan Allah, engkau tidak dibebani tanggung jawab kecuali mengenai diri sendiri,641 dan kobarkanlah orang-orang beriman. Mudah-mudahan Allah semangat akan menahan serangan orang-orang kafir; dan Allah lebih keras serangan-Nya dan lebih keras pula hukuman-Nya."
4,86,"Siapa yang memberi syafaat yang baik, baginya akan ada bagian dari itu, dan siapa yang memberi syafaat yang buruk, baginya akan ada bagian yang semisal dari itu,642dan Allah Maha Berkuasa atas segala sesuatu."
4,87,"Dan apabila kamu diberi ucapan salam, maka balaslah dengan yang lebih baik dari itu, atau jawablah yang sepadan dengan itu.643 Sesungguhnya, Allah menghisab segala perkara.*"
4,88,"Allah, tidak ada Tuhan selain Dia. Pastilah Dia akan senantiasa mengumpulkan kamu sampai Hari Kiamat, tidak ada keraguan di dalamnya. Dan siapakah yang lebih benar dari Allah dalam ucapan?"
4,89,"Maka apakah yang terjadi denganmu sehingga kamu ter-pecah menjadi dua golongan mengenai orang-orang munafik?644 Dan Allah telah membalikkan mereka kepada keadaan semula disebabkan apa yang mereka usahakan. Apakah kamu ingin memberi petunjuk kepada orang yang telah Allah nyatakan sesat? Dan barangsiapa yang Allah nyatakan sesat, maka engkau tidak mendapatkan baginya suatu jalan."
4,90,"Mereka ingin seandainya kamu kafir sebagaimana mereka telah kafir, maka kamu menjadi sama dengan mereka. Karena itu janganlah kamu menjadikan dari antara mereka645 sahabat-sahabat sebelum mereka berhijrah di jalan Allah. Tetapi jika mereka berpaling, maka tangkaplah me-reka dan bunuhlah646 mereka di manapun kamu menjumpainya; dan janganlah kamu menjadikan dari antara mereka sahabat dan jangan pula sebagai penolong."
4,91,"Kecuali orang-orang yang mempunyai hubungan dengan suatu kaum yang di antara kamu dengan mereka ada suatu per-janjian, atau mereka datang ke-padamu sementara hati mereka merasa kecut bila hendak me-merangi kamu atau memerangi kaum mereka sendiri. Dan jika Allah menghendaki, pasti Dia akan memberi kepada mereka kekuasaan atasmu, maka mereka pasti akan memerangimu. Tetapi jika mereka menjauhkan diri dari kamu, tidak memerangimu, dan menawarkan perdamaian kepa-damu, maka Allah tidak men-jadikan jalan bagimu untuk menyerang mereka."
4,92,"Pasti kamu akan menjumpai golongan lain yang menghendaki supaya mendapat keamanan dari-mu dan mendapat keamanan pula dari kaum mereka.647 Setiap kali mereka dikembalikan ke-pada fitnah,648 mereka terjun ke dalamnya, karena itu jika mereka tidak menjauhkan diri dari kamu dan tidak menawarkan perdamaian kepadamu dan tidak pula menahan tangan mereka, maka tangkaplah mereka dan bunuhlah mereka, di manapun kamu menjumpainya. Dan untuk melawan mereka Kami telah menjadikan bagimu kekuasaan yang nyata."
4,93,"Dan tidak patut bagi se-orang mukmin membunuh se-orang mukmin lainnya kecuali tanpa sengaja.649 Dan barangsiapa membunuh seorang mukmin tanpa sengaja, maka hendaklah ia memerdekakan seorang hamba sahaya yang mukmin dan mem-bayar tebusan untuk diserahkan kepada ahli warisnya, kecuali jika mereka merelakan sebagai sede-kah. Tetapi jika ia yang terbunuh itu dari kaum yang bermusuhan denganmu, dan ia seorang muk-min maka cukuplah memer-dekakan seorang hamba sahaya mukmin; dan jika ia650 dari kaum yang antara kamu dan mereka ada suatu perjanjian persekutuan, maka bayarlah tebusan untuk diserahkan kepada ahli warisnya dan memerdekakan pula seorang hamba sahaya mukmin.651 Maka barangsiapa tidak memperoleh hamba sahaya, ia wajib berpuasa dua bulan berturut-turut, ke-ringanan ini suatu kasih sayang dari Allah. Dan Allah Maha Mengetahui, Mahabijaksana."
4,94,"Dan barangsiapa mem-bunuh seorang mukmin dengan sengaja maka balasannya adalah Jahanam, ia tinggal lama di dalamnya. Allah akan murka kepadanya, akan melaknatnya, dan akan menyediakan baginya azab yang sangat besar."
4,95,"Hai orang-orang yang ber-iman! Apabila kamu pergi ber-jihad di jalan Allah, maka se-lidikilah dengan sebaik-baiknya dan janganlah kamu mengatakan kepada orang yang memberi salam kepadamu, “Engkau bukan orang yang beriman.”652 Kamu hendak mencari harta ke-hidupan di dunia,653 padahal di sisi Allah banyak harta kekayaan. Seperti itulah keadaan kamu dahulu, lalu Allah memberi karu-nia kepadamu; karena itu selidi-kilah dengan sebaik-baiknya. Sesungguhnya Allah Mahateliti mengenai apa pun yang kamu kerjakan.*"
